Statment,Relevant?,Condition
" 'The Manage-ment Company is represented by its Man-agement Board.',",N,0
" 'The Management Board may entrust one or more of its members and/or employees of the Management Company with day-to-day management.2.',",N,0
" 'The Management Company manages the fund in its own name, but exclusively in the interests and for the collective account of the unitholders.',",N,0
" 'Its management authority covers in particular the purchase, sale, subscription, exchange and receipt of securities and other assets, as well as the exercise of all rights that are related, directly or indirectly, to the fund™s assets.3.',",N,0
" 'The Management Company may appoint a fund manager under its responsibility and control, and at its own expense.4.',",N,0
" 'The Management Company may appoint investment advisors and the services of an investment advisory committee under its responsibility and at its own expense.',",N,0
" 'Article 3  The Depositary1.',",N,0
" 'The Depositary is State Street Bank Luxem-bourg S.C.A., a partnership limited by shares under Luxembourg law with its registered office in Luxembourg.',",N,0
" 'It was appointed by the Management Company.2.',",N,0
" 'The rights and obligations of the Depositary are governed by the Law of December 17, 2010, governing collective investment under-takings (?Law of 2010?), these management regulations and the Depositary agreement.',",N,0
" '3.',",N,0
" 'Both the Depositary and the Management Company may terminate the custody arrange-ment at any time by giving three months™ written notice.',",N,0
" 'Such a termination shall be effective when the Management Company, with the authorization of the responsible supervisory authority, appoints another bank as Depositary and that bank assumes the responsibilities and functions as Depositary; until then the previous Depositary shall con-tinue to fulfill its responsibilities and functions as Depositary to the fullest extent in order to protect the interests of the unitholders.Article 4   General investment policy guidelinesThe fund™s investment objectives and the invest-ment policy are described in the special section of the sales prospectus.',",N,0
" 'The following general investment principles and restrictions apply to the fund provided there are no different or addi-tional provisions for the fund in the special sec-tion of the sales prospectus.A.',",N,0
" 'Investmentsa) The fund may invest in securities and money market instruments that are listed or traded on a regulated market.b) The fund may invest in securities and money market instruments that are traded on another market in a member state of the European Union that oper-ates regularly and is recognized, regu-lated and open to the public.c) The fund may invest in securities and money market instruments that are admit-ted for official trading on an exchange in a state that is not a member state of the European Union or traded on another reg-ulated market in that state that operates regularly and is recognized and open to the public.d) The fund may invest in securities and money market instruments that are new issues, provided that Œ the terms of issue include the obligation to apply for admission to an exchange or for trading in another regulated market that operates regularly and is recog-nized and open to the public, andŒ admittance is obtained no later than one year after issue.e) The fund may be invested in units of Undertakings for Collective Investment in Transferable Securities as defined in EU Directive 2009/65/EC and/or in other collective investment undertakings as defined in the first and second indent of article 1 (2) of EU Directive 2009/65/EC that have their registered office in a mem-ber state of the European Union or in a third country, provided Œ such other collective investment undertakings have been authorized under laws that provide that they are subject to supervision considered by the Commission de Surveillance du Secteur Financier to be equivalent to that laid down in Community law and that cooperation between authorities is sufficiently ensured;Œ the level of protection for unitholders in the other collective investment undertakings is equivalent to that provided for unitholders in an Under-taking for Collective Investment in Transferable Securities, and in par-ticular that the rules on fund asset segregation, borrowing, lending, and short sales of transferable securities and money market instruments are equivalent to the requirements of EU Directive 2009/65/EC;Œ the business of the other collective investment undertakings is reported in semiannual and annual reports to enable an assessment to be made of the assets and liabilities, income and transactions over the reporting period;Œ no more than 10% of the assets of the Undertaking for Collective Invest-ment in Transferable Securities or of the other collective investment under-taking whose acquisition is being con-templated can, according to its contract terms or articles of incorporation and by-laws, be invested in aggregate in units of other Undertakings for Collec-tive Investment in Transferable Secu-rities or other collective investment undertakings.f) The fund may invest in deposits with credit institutions that are repayable on demand or have the right to be withdrawn, and mature within twelve months or less, provided that the credit institution has its registered office in a member state of the European Union or, if the registered office of the credit institution is situated in a state that is not a member state of the European Union, provided that it is subject to pruden-tial rules considered by the Commission de Surveillance du Secteur Financier as equivalent to those laid down in Commu-nity law.g) The fund may invest in derivative finan-cial instruments (?derivatives?), including equivalent cash-settled instruments, that are traded on a market referred to in (a), (b) and (c) and/or derivative financial instru-ments that are not traded on an exchange (?OTC derivatives?), provided thatŒ the underlying instruments are instru-ments covered by this paragraph or financial indices, interest rates, foreign exchange rates or currencies in which the fund may invest according to its investment policy;Œ the counterparties to OTC derivative transactions are institutions subject 19 to prudential supervision, and belong-ing to the categories approved by the Commission de Surveillance du Sec-teur Financier; andŒ the OTC derivatives are subject to reli-able and verifiable valuation on a daily basis and can be sold, liquidated or closed by an offsetting transaction at any time at their fair value at the fund™s initiative.h) The fund may invest in money market instruments not traded on a regulated market that are usually traded on the money market, are liquid and have a value that can be accurately determined at any time, if the issue or issuer of such instruments is itself regulated for the purpose of protecting investors and savings, and provided that these instru-ments areŒ issued or guaranteed by a central, regional or local authority or central bank of a member state of the Euro-pean Union, the European Central Bank, the European Union or the Euro-pean Investment Bank, a state that is not a member state of the European Union or, in the case of a federal state, by one of the members making up the federation, or by a public international body of which one or more member states of the European Union are members; orŒ issued by an undertaking whose securities are traded on the regulated markets referred to in the preceding letters (a), (b) or (c); orŒ issued or guaranteed by an estab-lishment that is subject to prudential supervision in accordance with the criteria defined by Community law, or by an establishment that is subject to and complies with prudential rules considered by the Commission de Sur-veillance du Secteur Financier to be at least as stringent as those laid down by Community law; orŒ issued by other bodies belonging to the categories approved by the Com-mission de Surveillance du Secteur Financier, provided that investments in such instruments are subject to inves-tor protection equivalent to that laid down in the first, the second or the third preceding indent and provided that the issuer is a company whose capital and reserves amount to at least EUR 10 million and which pres-ents and publishes its annual financial statements in accordance with the Fourth Council Directive 78/660/EEC, is an entity that, within a group of companies that includes one or more exchange-listed companies, is ded-icated to the financing of the group or is an entity that is dedicated to the financing of securitization vehicles that benefit from credit lines to assure liquidity.i) Notwithstanding the principle of risk-spreading, the fund may invest up to 100% of its assets in securities and money market instruments stemming from different issues that are issued or guaranteed by a member state of the European Union, its local author-ities, a member country of the Orga-nization for Economic Cooperation and Development (OECD), the G20 or Singapore, or by public international organizations of which one or more member states of the European Union are members, provided that the fund holds securities that originated from at least six different issues and the securities stemming from any one issue do not exceed 30% of the assets of the fund.j) The fund may not invest in precious metals or precious-metal certificates; if the invest-ment policy of a fund contains a special ref-erence to this clause, this restriction does not apply for 1:1 certificates whose under-lying are single commodities/precious metals and that meet the requirements of transferable securities as determined in article 2 of EU Directive 2007/16/EC and article 1 (34) of the Law of 2010.B.',",Y,1
" 'Investment limitsa) No more than 10% of the fund™s net assets may be invested in securities or money market instruments of any one issuer.',",Y,1
" 'b) No more than 20% of the fund™s net assets may be invested in deposits made with any one institution.c) In the case of OTC derivative agreements and agreements involving OTC derivatives that are concluded in the interests of the efficient management of the portfolio, the counterparty risk may not exceed 10% of the fund™s net assets if the counterparty is a credit institution as defined in para-graph A.',",Y,1
" '(f).',",,1
" 'In all other cases, the expo-sure limit is 5% of the fund™s net assets.d) No more than 40% of the fund™s net assets may be invested in securities and money market instruments of issuers in which over 5% of the fund™s net assets are invested.This limitation does not apply to depos-its and OTC derivative transactions con-ducted with financial institutions that are subject to prudent supervision.Notwithstanding the individual upper lim-its specified in paragraph B.',",Y,1
" '(a), (b) and (c) above, the fund may not invest more than 20% of its net assets in a combination ofŒ securities or money market instru-ments issued by this institution; and/orŒ deposits at this institution; and/orŒ OTC derivatives acquired by this institution.e) The limit of 10% set in B.',",Y,1
" '(a) rises to 35%, and the limit set in B.',",Y,1
" '(d) does not apply to securities and money market instruments issued or guaranteed by Œ a member state of the European Union or its local authorities; orŒ a state that is not a member state of the European Union; orŒ public international bodies of which one or more member states of the Euro-pean Union are members.',",Y,1
" 'f) The limit set in paragraph B.',",Y,1
" '(a) rises from 10% to 25%, and the limit set in paragraph B.',",Y,1
" '(d) does not apply in the case of bonds that fulfill the following conditions: Œ a credit institution that has its regis-tered office in a member state of the European Union and which is legally subject to special public supervision intended to protect the holders of such bonds; andŒ sums deriving from the issue of such bonds are invested in conformity with the law in assets that, during the whole period of validity of the bonds, are capable of covering claims attach-ing to the bonds; andŒ such assets, in the event of default of the issuer, would be used on a pri-ority basis for the repayment of the principal and payment of the accrued interest.If the respective fund invests more than 5% of its assets in bonds of this type issued by any one issuer, the total value of these investments may not exceed 80% of the fund™s net assets.g) The limits provided for in paragraph B.',",Y,1
" '(a), (b), (c), (d), (e) and (f) may not be com-bined, and thus investments in transfer-able securities or money market instru-ments issued by any one institution or in deposits made with this institution or in this institution™s derivative instruments shall under no circumstances exceed in total 35% of the fund™s net assets.The fund may cumulatively invest up to 20% of its assets in securities and money market instruments of any one group of companies.Companies that are included in the same group for the purposes of consolidated financial statements, as defined in accor-dance with Council Directive 83/349/EEC or in accordance with recognized interna-tional accounting rules, shall be regarded as a single issuer for the purpose of calcu-lating the limits provided for in this article.h) The fund may invest no more than 10% of its net assets in securities and money market instruments other than those specified in paragraph A.20 i) In principle, the fund may invest no more than 10% of its net assets in units of other undertakings for collective invest-ment in transferable securities and/or other collective investment undertakings as defined in A.',",Y,1
" '(e).Notwithstanding these provisions and in accordance with the provisions and requirements in chapter 9 of the Law of 2010, as a feeder, the fund can invest at least 85% of its assets in units of another UCITS (or its sub-fund) that is recognized in accordance with Direc-tive 2009/65/EC and that is itself not a feeder and does not hold units in another feeder.',",N,0
" 'If the fund operates as a feeder fund, this will be reflected in the sales prospectus and key investor information document.In the case of investments in units of another Undertaking for Collective Invest-ment in Transferable Securities and/or other collective investment undertakings, the investments held by that Undertak-ing for Collective Investment in Transfer-able Securities and/or by other collective investment undertakings are not taken into consideration for the purposes of the limits specified in paragraph B.',",N,0
" '(a), (b), (c), (d), (e) and (f).j) If admission to one of the markets defined under paragraph A.',",N,0
" '(a), (b) or (c) is not obtained within the one-year deadline, new issues shall be considered unlisted securities and money market instruments and counted towards the investment limit stated there.k) The Management Company may not, for any of the investment funds governed by Part I of the Law of 2010, or EU Direc-tive 2009/65/EC, under its management, acquire equities with voting rights that would enable it to exert a significant influ-ence on the management of the issuer.The fund may acquire no more thanŒ 10% of the non-voting equities of any one issuer; Œ 10% of the bonds of any one issuer;Œ 25% of the units of any one fund or sub-fund of an umbrella fund;Œ 10% of the money market instruments of any one issuer.',",N,0
" 'The limits provided for in the second, third and fourth indents may be disregarded at the time of acquisition if at that time the gross amount of the bonds or of the money market instruments, or the net amount of outstanding fund units, cannot be calculated.l) The investment limits specified in (k) shall not be applied to:Œ securities and money market instru-ments issued or guaranteed by a member state of the European Union or its local authorities;Œ securities and money market instru-ments issued or guaranteed by a state that is not a member state of the Euro-pean Union;Œ securities and money market instru-ments issued by public international bodies of which one or more mem-ber states of the European Union are members;Œ equities held by the fund in the cap-ital of a company incorporated in a state that is not a member state of the European Union, investing its assets mainly in the securities of issuing bodies having their registered offices in that state, where under the legislation of that state such a holding represents the only way in which the fund can invest in the securities of issuers from that state.',",N,0
" 'This deroga-tion, however, shall apply only if in its investment policy the company from the state that is not a member state of the European Union complies with the limits specified in paragraph B.',",N,0
" '(a), (b), (c), (d), (e), (f) and (g), (i) and (k).',",N,0
" 'Where these limits are exceeded, arti-cle 49 of the Law of 2010 shall apply;Œ equities held by one or more invest-ment companies in the capital of subsidiary companies that only con-duct certain management, advisory or marketing activities with regard to the repurchase of units at the request of unitholders in the country where the subsidiary is located, and do so exclusively on behalf of the investment company or investment companies.',",N,0
" 'm) Notwithstanding the limits specified in paragraph B.',",N,0
" '(k) and (l), the maximum limits specified in paragraph B.',",N,0
" '(a), (b), (c), (d), (e) and (f) for investments in equities and/or debt securities of any one issuer are 20% when the objective of the invest-ment policy is to replicate a certain index or a leveraged index.',",Y,1
" 'This is subject to the condition that Œ the composition of the index is suffi-ciently diversified;Œ the index represents an adequate benchmark for the market to which it refers;Œ the index is published in an appropriate manner.The maximum limit is 35% where that proves to be justified by exceptional market conditions, in particular in regulated mar-kets where certain transferable securities or money market instruments are highly dominant.',",Y,1
" 'An investment up to this limit is only permitted for one single issuer.n) The fund™s global exposure relating to derivative instruments must not exceed the total net value of its portfolio.',",Y,1
" 'The exposure is calculated taking into account the current value of the underlyings, the counterparty risk, future market move-ments and the time available to liquidate the positions.The fund may invest in derivatives as part of its investment strategy and within the limits specified in paragraph B.',",N,0
" '(g), provided that the global exposure to the underlying instruments does not exceed in aggregate the investment limits spec-ified in paragraph B.',",Y,1
" '(a), (b), (c), (d), (e) and (f).If the fund invests in index-based deriv-atives, these investments are not taken into consideration with reference to the investment limits specified in para-graph B.',",Y,1
" '(a), (b), (c), (d), (e) and (f).When a security or money market instru-ment embeds a derivative, the latter must be taken into consideration when comply-ing with the requirements of the invest-ment limits.',",Y,1
" 'o) In addition, the fund may invest up to 49% of its assets in liquid assets.',",Y,1
" 'In par-ticular exceptional cases, it is permitted to temporarily have more than 49% invested in liquid assets, if and to the extent that this appears to be justified with regard to the interests of unitholders.C.',",Y,1
" 'Exceptions to the investment limitsa) The fund need not comply with the investment limits when exercising sub-scription rights attached to securities or money market instruments contained in the fund™s assets.b) The fund may deviate from the speci-fied investment limits for a period of six months since admittance, provided it observes the principles of risk-spreading.D.',",Y,1
" 'LoansNo borrowing may be undertaken by the Management Company or the Depositary for the account of the fund.',",Y,1
" 'The fund may, how-ever, acquire foreign currency by means of a ?back-to-back? loan.By way of derogation from the preceding paragraph, the fund may borrow up to 10% of the fund™s assets provided they are short-term loans.Neither the Management Company nor the Depositary may grant loans for the account of the fund or act as guarantor for third parties.This restriction shall not prevent the acquisi-tion of securities, money market instruments or other financial instruments that are not yet fully paid in.E.',",Y,1
" 'Short salesNo management company, nor any deposi-tary acting on behalf of an investment fund, 21 may engage in short sales of securities, money market instruments or other financial instruments as specified in paragraph A.',",Y,1
" '(e), (g) and (h).F.',",,1
" 'EncumbranceThe fund™s assets may only be pledged as collateral, transferred, assigned or other-wise encumbered to the extent that such transactions are required by an exchange or regulated market or imposed by contractual or other terms and conditions.Article 5  Unit classes1.',",N,0
" 'The investor can be offered one or more unit classes at the sole discretion of the Manage-ment Company.',",N,0
" 'All unit classes of the fund are invested col-lectively in line with the investment objec-tives of the fund, but they may vary partic-ularly in terms of their fee structures, their minimum investment amounts required for initial and subsequent subscriptions, the cur-rency, their distribution policies, the require-ments to be fulfilled by investors, or other special characteristics.2.',",N,0
" 'The Management Company reserves the right to offer only one or only certain unit classes for sale to investors in certain jurisdictions in order to comply with the legal requirements, customs and business practices.',",N,0
" 'The Manage-ment Company further reserves the right to establish principles to apply to certain investor categories or transactions with respect to the acquisition of certain unit classes.3.',",N,0
" 'The existing unit classes are listed individu-ally, both in the special section of the sales prospectus and the annual and semiannual report.',",N,0
" 'The different individual features which identify the unit classes (distribu-tion policy, initial sales charge, currency of the units, all-in fee, minimum investment, or a combination of these features) are described individually in the general section of the sales prospectus and in the annual and semiannual report.Article 6  Calculation of net asset value1.',",N,0
" 'The value of a unit is in euro (?fund cur-rency?), provided no currency other than the fund currency is specified for unit classes in the sales prospectus (unit class currency).',",N,0
" 'It is calculated for the fund on each bank busi-ness day (the ?valuation date?) in Luxem-bourg and Frankfurt/Main, Germany, unless otherwise indicated in the sales prospectus.The net asset value per unit is calculated by dividing the net assets of the fund by the number of units of the fund in circulation on the valuation date.',",N,0
" 'If unit classes are offered in the fund, the net asset value per unit is cal-culated separately for each issued unit class of the fund.',",N,0
" 'The fund™s net assets are calcu-lated according to the following principles:a) Securities and money market instruments listed on an exchange are valued at the most recent available price paid.b) Securities and money market instruments not listed on an exchange but traded on another organized securities market are valued at a price no lower than the bid price and no higher than the ask price at the time of the valuation, and which the Management Company considers an appropriate market price.c) In the event that such prices are not in line with market conditions, or for securities and money market instruments other than those covered in (a) and (b) above for which there are no fixed prices, these securities and money market instruments, as well as all other assets, will be valued at the cur-rent market value as determined in good faith by the Management Company, follow-ing generally accepted valuation principles verifiable by auditors.d) The liquid assets are valued at their nomi-nal value plus interest.e) Time deposits may be valued at their yield value if a contract exists between the Management Company and the Deposi-tary stipulating that these time deposits can be withdrawn at any time and that their yield value is equal to the realized value.f) All assets denominated in a currency other than that of the fund are converted into the fund currency at the most recent mean rate of exchange.',",N,0
" 'g) The prices of the derivatives employed by the fund will be set in the usual man-ner, which is verifiable by the auditor and subject to systematic examination.',",N,0
" 'The criteria that have been specified for pric-ing the derivatives shall remain in effect for the term of each individual derivative.h) Credit default swaps are valued according to standard market conventions at the current value of future cash flows, where the cash flows are adjusted to take into account the risk of default.',",N,0
" 'Interest rate swaps are valued at their market value, which is determined based on the yield curve for each swap.',",N,0
" 'Other swaps are val-ued at an appropriate market value, deter-mined in good faith in accordance with recognized valuation methods that have been specified by the Management Com-pany and approved by the fund™s auditor.i) The target fund units contained in the fund are valued at the most recent avail-able redemption price that has been determined.2.',",N,0
" 'An income adjustment account is maintained for the fund.',",N,0
" '3.',",N,0
" 'For large-scale redemption requests that can-not be met from the fund™s liquid assets and allowable credit facilities, the Management Company may determine the NAV per unit based on the price on the valuation date on which it sells the necessary securities; this price then also applies to subscription appli-cations submitted at the same time.Article 7   Suspension of calculation of the NAV per unitThe Management Company has the right to sus-pend the calculation of the NAV per unit if and while circumstances exist that make this suspen-sion necessary and if the suspension is justified when taking into consideration the interests of the unitholders, in particular: Œwhile an exchange or other regulated market on which a substantial portion of the fund™s securities and money market instruments are traded is closed (excluding normal weekends and holidays) or when trading on that exchange or at the corresponding regulated market has been suspended or limited; Œin an emergency, if the Management Com-pany is unable to access the fund™s assets or cannot freely transfer the equivalent value of the fund™s purchases or sales or calculate the net asset value per unit in an orderly manner.Investors who have offered their units for redemption will be immediately informed about the suspension of the calculation of the net asset value per unit and will be promptly notified once the calculation of the net asset value per unit has resumed.',",N,0
" 'After resumption, investors will receive the redemption price that is then current.Suspension of calculation of the NAV per unit is published on the Management Company™s website and in accordance with the regulations of each country of distribution.Article 8   Issue and redemption of  fund units1.',",N,0
" 'All fund units have the same rights.',",N,0
" 'If the Management Company resolves to issue unit classes, all units within a unit class shall have the same rights.',",N,0
" 'The fund units are certified in global certificates.',",N,0
" 'There is no right to issuance of actual units.2.',",N,0
" 'The issue and redemption of units takes place at the Management Company and at all paying agents.3.',",N,0
" 'Units are issued at the issue price on each valuation date.',",N,0
" 'The issue price is the net asset value per unit plus an initial sales charge of up to 4% of the net asset value per unit for the benefit of the Management Company.',",N,0
" 'The Management Company may pass on the initial sales charge to intermediaries as remuneration for sales services.',",N,0
" 'The issue price may be increased by fees or other costs that are charged in the respective countries of distribution.',",N,0
" 'Fractions of units may be issued.',",N,0
" 'If fractional units are issued, the sales prospectus will specify the exact number of places after the decimal point to which the fractions are rounded.',",N,0
" 'Fractional units entitle the bearer to participate in any distributions on a pro-rata basis.4.',",N,0
" 'Unitholders are entitled at any time to request the redemption of their units.',",N,0
" 'The redemption price is the net asset value per unit less a redemption fee of up to 2.5% of the net asset value per unit for the benefit of the Manage-22 ment Company.',",N,0
" 'The redemption price may additionally be reduced by fees or other costs that are charged in the respective countries of distribution.',",N,0
" '5.',",N,0
" 'The Management Company may unilaterally repurchase units against payment of the redemption price insofar as this appears nec-essary in the joint interests of the unithold-ers or for the protection of the Management Company or the fund.Article 9  Restriction of the issue of units1.',",N,0
" 'The Management Company may at any time and at its discretion reject a subscription application or temporarily limit, suspend or permanently discontinue the issue of units, or may buy back units at the redemption price, if such action should appear necessary in con-sideration of the interests of the unitholders or the public, or to protect the fund or the unitholders.',",N,0
" 'In this case, the Management Company or paying agent will promptly refund payments on subscription applications that have not yet been executed.2.',",N,0
" 'Notice of the suspension of the issue of units will be is published on the Management Company™s website and in accordance with the regulations of each country of distribution.Article 10   Restriction of the redemption of units1.',",N,0
" 'The Management Company has the right to suspend the redemption of units under exceptional circumstances that make a sus-pension appear necessary and justified in the interests of the unitholders.2.',",N,0
" 'The Management Company has the right, with the previous authorization of the Depositary, to carry out substantial redemptions only once the corresponding assets of the fund have been sold without delay.',",N,0
" '3.',",N,0
" 'The Management Company or the paying agent is obligated to transfer the redemption price to the country of the applicant only if this is not prohibited by law, for example by foreign exchange regulations, or by other cir-cumstances beyond the control of the Man-agement Company or the paying agent.4.',",N,0
" 'The suspension of the redemption of units is published on the Management Company™s website and in accordance with the regula-tions of each country of distribution.Article 11  Fiscal year and auditThe fiscal year begins on January 1 and ends on December 31 of each year.The fund™s annual financial statements are audited by an auditor appointed by the Manage-ment Company.Article 12  Costs and services receivedThe fund shall pay an all-in fee per unit class of up to 1.9% p.a.',",N,0
" 'of its net assets based on the net asset value calculated on the valuation date.',",N,0
" 'The amount of the all-in fee is listed in the respective special section of the sales prospectus.',",N,0
" 'The all-in fee shall generally be withdrawn from the fund at the end of each month.',",N,0
" 'This fee shall in particular serve as remuneration for investment manage-ment, fund management, distribution and the services of the Depositary.',",N,0
" 'Aside from the all-in fee, the following expenses may be charged to the fund: Œall of the taxes charged to the assets of the fund and to the fund itself (especially the taxe d™abonnement), as well as any taxes that may arise in connection with administrative and custodial costs; Œany costs that may arise in connection with the acquisition and disposal of assets; Œextraordinary costs (e.g., court costs) that may be incurred in order to protect the interests of unitholders of the fund; the Management Company shall decide in each individual case whether or not to assume such costs and will report these separately in the annual report; Œcosts for informing the fund investors by means of a durable medium, with the excep-tion of costs for informing the investors in the case of a fund merger and in the case of measures related to accounting errors in determining the NAV or when contravening investment limits.In addition, a performance-based fee may be payable, the amount of which is also specified in the respective special section of the sales prospectus.',",N,0
" 'Investment in units of target funds Investments in target funds may lead to dupli-cate costs, as fees are incurred at the level of the respective fund as well as at the level of a target fund.',",N,0
" 'In conjunction with the acquisition of target fund units, the following types of fees are to be borne, directly or indirectly, by the fund™s investors:  Œthe management fee/all-in fee of the target fund;  Œthe performance-based fees of the target fund;  Œthe initial sales charges and redemption fees of the target fund; Œreimbursements of expenses of the target fund;  Œother costs.',",N,0
" 'The initial sales charges and redemption fees that have been charged to the fund in the reporting period for the acquisition and redemption of units in target funds shall be disclosed in the annual and semiannual reports.',",N,0
" 'Furthermore, the annual and semiannual reports will disclose the remu-neration charged to the fund by another company as the management fee/all-in fee for the target fund units held in the fund.',",N,0
" 'If the fund™s assets are invested in units of a tar-get fund that is managed directly or indirectly by the same Management Company or by another company that is affiliated with the Management Company by virtue of joint management or con-trol, or by material direct or indirect sharehold-ing, the Management Company or the other company will not charge to the fund™s assets any initial sales charges or redemption fees for the acquisition or redemption of units of this other fund.The share of the management fee/all-in fee to be attributed to the units of affiliated investment assets (duplicate costs or difference method) is indicated in the special section of the sales prospectus.',",N,0
" 'With regard to trading activity for the investment fund, the Management Company is entitled to make use of valuable benefits that are offered by brokers and traders and that are used by the Man-agement Company to make investment decisions in the interests of the unitholders.',",N,0
" 'These services include direct services offered by brokers and traders themselves, such as research and financial analyses, and indirect services such as market and price information systems.Income arising from the use of securities lending transactions and repurchase agreements shall in principle Œ less direct and indirect operational costs Œ flow into the fund™s assets.',",N,0
" 'The Manage-ment Company shall be entitled to charge a fee for initiating, preparing and implementing such agreements.',",N,0
" 'The Management Company shall receive a flat fee from the income from these transactions for initiating, preparing and imple-menting securities lending transactions (includ-ing synthetic securities lending transactions) and securities repurchase agreement transactions for the account of the fund, the precise amount of which is defined in the general section of the sales prospectus.',",N,0
" 'The Management Company shall bear the costs which arise in connection with preparing and implementing such transac-tions, including any fees payable to third parties (e.g., the transaction costs payable to the Deposi-tary as well as the costs for using special informa-tion systems to ensure best execution).',",N,0
" 'Article 13  Distribution policy1.',",N,0
" 'The Management Company decides whether to distribute or reinvest income.',",N,0
" 'In the case of a distribution, the Management Company also decides whether a distribution will be made and in what amount.',",N,0
" 'Both regular net income and realized capital gains may be distributed.',",N,0
" 'In addition, unrealized capital gains as well as retained capital gains from previous years and other assets may also be distributed, provided the net assets do not fall below the minimum amount required by article 23 of the Law of 2010.',",N,0
" 'Distributions are paid out based on the number of units in issue on the distribution date.',",N,0
" 'Distributions may be paid entirely or partly in the form of bonus units.',",N,0
" 'Any remaining fractions of units may be paid out in cash or credited.',",N,0
" 'Distri-butions not claimed within the deadlines stipulated in article 18 shall lapse in favor of the fund.2.',",N,0
" 'The Management Company may resolve to pay out interim dividends for the fund in accordance with the law.23 Article 14   Changes to the management regulations1.',",N,0
" 'The Management Company may, with the approval of the Depositary, change the ma nagement regulations fully or partially at any time.2.',",N,0
" 'Changes to the management regulations are saved to the commercial register and, unless otherwise indicated, come into force imme-diately after saving.',",N,0
" 'Notification of the filing will be published in the commercial register (RESA).',",N,0
" 'Article 15  Publications1.',",N,0
" 'Issue and redemption prices may be obtained from the Management Company and all pay-ing agents.',",N,0
" 'In addition, the issue and redemp-tion prices are published in every country of distribution through appropriate media (such as the Internet, electronic information sys-tems, newspapers, etc.).2.',",N,0
" 'The Management Company produces an audited annual report and a semiannual report for the fund in accordance with the laws of the Grand Duchy of Luxembourg.',",N,0
" '3.',",N,0
" 'The fund™s sales prospectus, key investor information document and management regulations, as well as the annual and semi-annual reports, are available free of charge to unitholders at the registered offices of the Management Company and all paying agents.Article 16  Liquidation of the fund1.',",N,0
" 'The fund has been established for an indefinite duration.2.',",N,0
" 'Notwithstanding the provision under item 1, the fund may be liquidated at any time by the Management Company, unless otherwise provided for in the special section of the sales prospectus.',",N,0
" 'The Management Com-pany may decide to liquidate the fund if such liquidation appears necessary or expedient in consideration of the interests of unitholders, for the protection of the interests of the Man-agement Company, or in the interest of the investment policy.3.',",N,0
" 'Liquidation of the fund is mandatory in the cases provided for by law.4.',",N,0
" 'As required by law and in accordance with the regulations of each country of distribution, the liquidation of the fund shall be announced by the Management Company in the com-mercial register (RESA) and in at least two daily newspapers with sufficient circulation, at least one of which must be a Luxembourg newspaper.5.',",N,0
" 'The issue of units shall cease when the fund is liquidated.',",N,0
" 'Units can be redeemed until just before the liquidation date, thereby ensur-ing that any liquidation costs are taken into account and thus borne by all investors hold-ing units of the fund at the time the decision to liquidate was published.6.',",N,0
" 'On the order of the Management Company or of the liquidators appointed by the Man-agement Company or by the Depositary in agreement with the supervisory authority, the Depositary will divide the proceeds of the liquidation, less the costs of liquidation and fees, where applicable, among the unitholders of the fund according to their entitlement.',",N,0
" 'The net proceeds of liquidation not collected by unitholders upon comple-tion of the liquidation proceedings will at that time be deposited by the Depositary with the Caisse des Consignations in Lux-embourg for the account of unitholders entitled to them, where such amounts will be forfeited if not claimed by the statutory deadline.7.',",N,0
" 'Neither the unitholders nor their heirs or legal successors may apply for liquidation or division of the fund.Article 17  Merger1.',",N,0
" 'The fund may be incorporated into another fund (merger) by a resolution of the Manage-ment Company.2.',",N,0
" 'The Management Company can also decide to merge unit classes within the fund.',",N,0
" 'Such a merger means that the investors in the unit class to be canceled receive units of the receiving unit class, the number of which is based on the ratio of the net asset values per unit of the unit classes involved at the time of the merger, with a provision for set-tlement of fractions if necessary.',",N,0
" '3.',",N,0
" 'This resolution will be published in a Luxem-bourg daily newspaper and in accordance with the regulations of each country of distribution.',",N,0
" '4.',",N,0
" 'Notwithstanding provisions that stipulate oth-erwise in individual cases, the merger is exe-cuted by means of a liquidation of the fund that is being incorporated and a simultaneous take-over of all of the assets by the receiving fund in accordance with the law.',",N,0
" 'In contrast to a fund liquidation (article 16), however, the investors in the fund being incorporated receive units of the receiving fund, the number of which is based on the ratio of the net asset values per unit of the funds involved at the time of the absorption, with a provision for settlement of fractions if necessary.5.',",N,0
" 'Prior to the actual merger, unitholders of the fund have the option of leaving the fund involved within one month of publication by the Management Company of the merger resolution by redeeming their units at the redemption price.6.',",N,0
" 'The execution of the merger is monitored by auditors of the fund.Article 18   Limitation of claims and  presentation deadline1.',",N,0
" 'Claims of unitholders against the Manage-ment Company or the Depositary shall cease to be enforceable once a period of five years has elapsed since the claim arose.',",N,0
" 'The rules set forth in article 16 (6) remain unaffected by this provision.2.',",N,0
" 'The presentation deadline for coupons is five years.Article 19   Applicable law, jurisdiction and language of contract1.',",N,0
" 'The fund™s management regulations are sub-ject to Luxembourg law.',",N,0
" 'The same applies to the legal relationship between the unithold-ers and the Management Company.',",N,0
" 'The management regulations are filed with the District Court in Luxembourg.',",N,0
" 'Any legal dis-putes between unitholders, the Management Company and the Depositary fall within the jurisdiction of the competent court in the judicial district of Luxembourg in the Grand Duchy of Luxembourg.',",N,0
