,Statment,condition
651,"(e), provided that no more than 20% of the sub-fund™s net assets are invested in one and the same Under-taking for Collective Investment in Transferable Securities and/or collective investment undertaking.Each sub-fund of an umbrella fund is to be viewed as a stand-alone issuer, provided that the principle of individual liability per sub-fund is applied in respect of third parties.Investments in units of other Undertakings for Collective Investment in Transferable Securities may not exceed 30% of the fund™s net assets in total.For investments in units of another Undertaking for Collective Investment in Transferable Securi-ties and/or other collective investment undertak-ing, the asset values of the Undertaking for Collective Investment in Transferable Securities and/or other collective investment undertaking in question are not taken into account in relation to the upper limits specified in B.",1.0
652,"(a), (b), (c), (d), (e) and (f).Risk managementThe market risk in the sub-fund is limited by the relative value-at-risk (VaR) method.",0.0
653,"In addition to the provisions in the general sec-tion of the sales prospectus, the potential market risk of the sub-fund is measured against a refer-ence portfolio that does not contain any deriva-tives (ﬁrisk benchmarkﬂ).Contrary to the provisions in the general section of this sales prospectus, it is assumed, given the investment strategy of the sub-fund, that the leverage effect from the derivatives used shall be no more than five times the value of the sub-fund™s assets.",0.0
654,"The expected leverage indicated is not to be considered as an additional risk limit for the sub-fund.GuaranteeThe Management Company, Deutsche Asset Management S.A., guarantees that the net asset value per share of the sub-fund plus any divi-dends at the end of each month will not be less than 80% of the net asset value determined on the last valuation date of the prior month (the guaranteed value).",0.0
655,"If the guaranteed value is not achieved, the Management Company will pay the difference into the assets of the sub-fund from its own resources.The guaranteed value is determined respectively on the last valuation date of a month and is valid for the last valuation date of the following calen-dar month respectively.The guaranteed value corresponds to 80% of the net asset value on the last valuation date of the respective prior month.",0.0
656,"As soon as a new guar-anteed value has been determined for the follow-ing month, the previous guaranteed value becomes invalid.The guarantee is intended only as a short-term preservation of a minimum net asset value.In the long term, no effective preservation of the net asset value arises from this.",0.0
657,Investors should be aware that the guaranteed value refers exclusively to the guarantee date.,0.0
658,"The net asset value per share may also be below the valid guarantee level for sales prior to the respective guarantee date.If changes in taxes during the guarantee period have a detrimental effect on the sub-fund™s performance, the guarantee will be reduced by the amount of this difference per share, including missed market-based and time-based reinvestments.The exact amount of the guaranteed value and the respective applicable guarantee date may be requested from the Management Company and the paying agents; they are also published in the annual and semiannual reports.Investment in units of target funds In addition to the information provided in the general section of the sales prospectus, the following applies for this sub-fund: The sub-fund will not invest in target funds subject to a management fee of a certain level.",0.0
659,"Further details on the maximum management fees for target funds are available in the above overview.For investment in affiliated target funds, the portion of the all-in fee attributable to shares of affiliated target funds is reduced by the all-in fee/management fee charged by the acquired target fund, if necessary up to the full amount (differ-ence method).29DWS Funds Invest VermögensStrategieInvestor profile Growth-orientedSub-fund currency EuroSub-fund manager Deutsche Asset Management Investment GmbHInception date August 27, 2007Maturity date No fixed maturityInitial issue price EUR 105 (incl.",0.0
660,"5% initial sales charge)Performance benchmark ŒReference portfolio (risk benchmark)  MSCI THE World Index in EURLeverage Maximum of five times the sub-fund™s assetsValuation date Each bank business day in Luxembourg and Frankfurt/Main   A bank business day is a day on which the commercial banks are open for regular business in Luxembourg and  Frankfurt/Main and settle payments.Order acceptance  All subscription, redemption and exchange orders are placed on the basis of an unknown net asset value per share.",0.0
661,Orders received by the Management Company or the paying agent at or before 4:00 PM Luxembourg time on a valuation date are processed on the basis of the net asset value per share on the next valuation date.,0.0
662,"Orders received after 4:00 PM Luxembourg time are processed on the basis of the net asset value per share on the valuation date immediately following that next valuation date.Value date  In the case of a purchase, the equivalent value is charged two bank business days after issue of the shares.",0.0
663,The equivalent value is credited within two bank business days after redemption of the shares.Distribution policy ReinvestmentInitial sales charge Up to 0.5% (payable by the shareholder)Redemption fee 0% (payable by the shareholder)All-in fee* Up to 1.6% p.a.,0.0
664,(payable from the net assets of sub-fund) Maximum management fee  3.25% p.a.,0.0
665,for investment in target funds (payable by the sub-fund)Issue of fractional shares No fractional sharesTaxe d™abonnement 0.05% p.a.,0.0
666,"(payable from the net assets of sub-fund)Guarantee Yes, for the exact scope of the guarantee, cf.",0.0
667,"the following section ﬁGuaranteeﬂFor the sub-fund with the name DWS Funds Invest VermögensStrategie, the following provi-sions shall apply in addition to the regulations set out in the general section of the sales prospectus.Investment policyThe objective of the investment policy is to seek appreciation of capital in euro.",0.0
668,"To this end, the DWS Funds Invest Vermögens-Strategie sub-fund may invest flexibly in inter-est-bearing securities, convertible bonds, war-rant-linked bonds, participation and dividend-right certificates, equities, equity and index certifi-cates, reverse convertible bonds, warrants, money market instruments, liquid assets and in units and shares of Undertakings for Collective Investment in Transferable Securities issued by a company of Deutsche Asset Management/Deutsche Bank Group or other issuers, or shares of exchange-traded and EU-Directive compliant funds (ETFs), as well as in the respective deri-vatives on all the aforementioned instruments or derivatives on indices.Where the sub-fund™s assets are invested in units and shares of Undertakings for Collective Investment in Transferable Securities, such investments may include, in particular, units and shares of foreign and domestic equity funds, mixed securities funds, fixed-income securities funds and funds organized under Part I of the Law of 2010, that invest in the international commodity sector, as well as money market funds including those with short-term maturity structures.",0.0
669,"Based on an assessment of the market situation, the assets of the sub-fund can also be fully invested in any one of these fund categories or in any one of the aforementioned securities and derivatives.The sub-fund may not invest in contingent convertibles.In addition, the sub-fund™s assets may be invested in all other permissible assets.The sub-fund follows a dynamic capital preser-vation strategy where investments are continu-ously reallocated, depending on the market, between the growth component (e.g., consisting of higher-risk funds such as equity funds and higher-risk bond funds, direct investments in or derivatives on higher-risk components such as equities and higher-risk bonds) and the capital preservation component (e.g., consisting of investments such as lower-risk bond and money market funds and direct investments in or deriva-tives on lower-risk bonds and money market instruments).",0.0
670,"The objective of this is to ensure a minimum value, and also to achieve the greatest possible participation in price increases in the * For additional costs, cf.",0.0
671,"article 12 of the general section of the sales prospectus.Due to its composition/the techniques used by the fund management, the net assets of the sub-fund exhibit increased volatility, i.e., share prices may also be subject to considerable downward or upward fluctuation, even within short periods of time.30growth components.",0.0
672,The goal is to enable the investor to participate in rising markets while still limiting the risk of losses in the case of falling markets.,0.0
673,"The preservation of the minimum value with simultaneous participation in opportunities to gain from price increases is realized through the reallocation of investments between the growth component and the capital preservation component, depending on market conditions.",0.0
674,"In a rising market, the share of growth-component investments in the sub-fund generally also rises, while the share of the capital preservation component falls.",0.0
675,"Conversely, during periods of falling markets, the share of the growth compo-nent is reduced and that of the capital preserva-tion component is increased.",0.0
676,The sub-fund has a mechanism that ensures at end of the month a minimum value of 80% of the NAV per share on the last valuation date of the previous month.,0.0
677,"The mechanism and its impact on the guaranteed value are described in the ﬁGuaranteeﬂ section.To protect against extreme losses from high-er-risk components within very short periods in which it is not possible for the Company to execute appropriate back-to-back transactions, the sub-fund regularly also invests in derivative instruments that compensate for losses of value above a certain limit in such cases.If total return swaps are used to implement the investment strategy described above, the follow-ing must be taken into account:The proportion of the fund™s net assets that may be the subject of total return swaps (expressed as the sum of the nominal values of the total return swaps divided by the net asset value of the fund) is expected to reach up to 30%.",0.0
678,"How-ever, depending on market conditions, the objectives of efficient portfolio management and investors™ interests, this share may rise to as much as 40%.",0.0
679,"The calculation is carried out in accordance with the CESR/10-788 guidelines.Additional information on total return swaps can be found in the general section of the sales prospectus, including in the section on ﬁTech-niques for efficient portfolio managementﬂ.",0.0
680,The selection of counterparties for total return swaps is based on the principles described in the ﬁCounterparty selectionﬂ section of the general section.,0.0
681,Further information on counterparties is disclosed in the annual report.,0.0
682,"With regard to specific risk considerations arising from the use of total return swaps, investors are referred to the ﬁGeneral risk warningsﬂ section and in particular to the ﬁRisks associated with derivative transactionsﬂ section in the sales prospectus.The respective risks associated with the invest-ment assets are described in the general section of the sales prospectus.",0.0
683,Investment limitsNotwithstanding article 2 B.,0.0
684,"(i) of the general section, the following applies:The sub-fund may invest in units and shares of other Undertakings for Collective Investment in Transferable Securities and/or collective invest-ment undertakings as defined in A.",0.0
685,"(e), provided that no more than 20% of the sub-fund™s net assets are invested in one and the same Under-taking for Collective Investment in Transferable Securities and/or collective investment undertaking.Each sub-fund of an umbrella fund is to be viewed as a stand-alone issuer, provided that the principle of individual liability per sub-fund is applied in respect of third parties.Investments in units of other Undertakings for Collective Investment in Transferable Securities may not exceed 30% of the fund™s net assets in total.For investments in units of another Undertaking for Collective Investment in Transferable Securi-ties and/or other collective investment undertak-ing, the asset values of the Undertaking for Collective Investment in Transferable Securities and/or other collective investment undertaking in question are not taken into account in relation to the upper limits specified in B.",1.0
686,"(a), (b), (c), (d), (e) and (f).Risk managementThe market risk in the sub-fund is limited by the relative value-at-risk (VaR) method.",0.0
687,"In addition to the provisions in the general sec-tion of the sales prospectus, the potential market risk of the sub-fund is measured against a refer-ence portfolio that does not contain any deriva-tives (""risk benchmark"").Contrary to the provisions in the general section of this sales prospectus, it is assumed, given the investment strategy of the sub-fund, that the leverage effect from the derivatives used shall be no more than five times the value of the sub-fund™s assets.",0.0
688,"The expected leverage indicated is not to be considered as an additional risk limit for the sub-fund.GuaranteeThe Management Company, Deutsche Asset Management S.A., guarantees that the net asset value per share of the sub-fund plus any divi-dends at the end of each month will not be less than 80% of the net asset value determined on the last valuation date of the prior month (the guaranteed value).",0.0
689,"If the guaranteed value is not achieved, the Management Company will pay the difference into the assets of the sub-fund from its own resources.The guaranteed value is determined respectively on the last valuation date of a month and is valid for the last valuation date of the following calen-dar month respectively.The guaranteed value corresponds to 80% of the net asset value on the last valuation date of the respective prior month.",0.0
690,"As soon as a new guar-anteed value has been determined at the end of a month for the following month, the previous guaranteed value becomes invalid.The guarantee is intended only as a short-term preservation of a minimum net asset value.",0.0
691,"In the long term, no effective preservation of the net asset value arises from this.Investors should be aware that the guaran-teed value refers exclusively to the guarantee date.",0.0
692,The net asset value per share may also be below the valid guarantee level for sales prior to the respective guarantee date.,0.0
693,"If changes in taxes during the guarantee period have a detrimental effect on the sub-fund™s performance, the guarantee will be reduced by the amount of this difference per share, including missed market-based and time-based reinvestments.The exact amount of the guaranteed value and the respective applicable guarantee date may be requested from the Management Company and the paying agents; they are also published in the annual and semiannual reports.The right of the Company to merge in accor-dance with Article 15 C. is excluded with regard to the existing guarantee.",0.0
694,"Upon maturity, the Management Company will instruct the Deposi-tary to distribute the net liquidation proceeds to the shareholders.Investment in units of target funds In addition to the information provided in the general section of the sales prospectus, the following applies for this sub-fund: The sub-fund will not invest in target funds subject to a management fee of a certain level.",0.0
695,"Further details on the maximum management fees for target funds are available in the above overview.For investment in affiliated target funds, the portion of the all-in fee attributable to shares of affiliated target funds is reduced by the all-in fee/management fee charged by the acquired target fund, if necessary up to the full amount (differ-ence method).31DWS Funds Invest ZukunftsStrategieInvestor profile Growth-orientedSub-fund currency EuroSub-fund manager Deutsche Asset Management Investment GmbHInception date March 27, 2009Maturity date No fixed maturityInitial issue price EUR 105 (incl.",0.0
696,"5% initial sales charge)Performance benchmark ŒReference portfolio (risk benchmark)  MSCI THE WORLD INDEX in EURLeverage Maximum of five times the sub-fund™s assetsValuation date Each bank business day in Luxembourg and Frankfurt/Main   A bank business day is a day on which the commercial banks are open for regular business in Luxembourg and  Frankfurt/Main and settle payments.Order acceptance  All subscription, redemption and exchange orders are placed on the basis of an unknown net asset value per share.",0.0
697,Orders received by the Management Company or the paying agent at or before 4:00 PM Luxembourg time on a valuation date are processed on the basis of the net asset value per share on the next valuation date.,0.0
698,"Orders received after 4:00 PM Luxembourg time are processed on the basis of the net asset value per share on the valuation date immediately following that next valuation date.Value date  In the case of a purchase, the equivalent value is charged two bank business days after issue of the shares.",0.0
699,The equivalent value is credited within two bank business days after redemption of the shares.Distribution policy ReinvestmentInitial sales charge Up to 0.5% (payable by the shareholder)Redemption fee 0% (payable by the shareholder)All-in fee* Up to 1.8% p.a.,0.0
700,(incl.,0.0
701,a service fee of up to 0.2% p.a.),0.0
702,(payable from the net assets of sub-fund)Maximum management fee  3.25% p.a.,0.0
703,for investment in target funds (payable by the sub-fund)Issue of fractional shares No fractional sharesTaxe d™abonnement 0.05% p.a.,0.0
704,"(payable from the net assets of sub-fund)Guarantee  Yes, for the exact scope of the guarantee, cf.",0.0
705,"the following section ﬁGuaranteeﬂFor the sub-fund with the name DWS Funds Invest ZukunftsStrategie, the following provisions shall apply in addition to the regulations set out in the general section of the sales prospectus.Investment policyThe objective of the investment policy is to seek appreciation of capital in euro.To this end, the DWS Funds Invest  ZukunftsStrategie sub-fund may invest flexibly  in interest-bearing securities, convertible bonds, warrant-linked bonds, participation and divi-dend-right certificates, equities, equity and index certificates, reverse convertible bonds, warrants, money market instruments, liquid assets and in units and shares of Undertakings for Collective Investment in Transferable Securities issued by  a company of Deutsche Asset Management/Deutsche Bank Group or other issuers, or shares of exchange-traded and EU-Directive compliant funds (ETFs), as well as in the respective deri-vatives on all the aforementioned instruments or derivatives on indices.Where the sub-fund™s assets are invested in units and shares of Undertakings for Collective Investment in Transferable Securities, such investments may include, in particular, units and shares of foreign and domestic equity funds, mixed securities funds, fixed-income securities funds and funds organized under Part I of the Law of 2010, that invest in the international commodity sector, as well as money market funds including those with short-term maturity structures.",0.0
706,"Based on an assessment of the market situation, the assets of the sub-fund can also be fully invested in any one of these fund categories or in any one of the aforementioned securities and derivatives.The sub-fund may not invest in contingent convertibles.In addition, the sub-fund™s assets may be invested in all other permissible assets.The sub-fund follows a dynamic capital preser-vation strategy where investments are continu-ously reallocated, depending on the market, between the growth component (e.g., consisting of higher-risk funds such as equity funds and higher-risk bond funds, direct investments in or derivatives on higher-risk components such as equities and higher-risk bonds) and the capital preservation component (e.g., consisting of investments such as lower-risk bond and money market funds and direct investments in or deri-vatives on lower-risk bonds and money market instruments).",0.0
707,"The objective of this is to ensure a minimum value, and also to achieve the greatest possible participation in price increases in the * For additional costs, cf.",0.0
708,"article 12 of the general section of the sales prospectus.Due to its composition/the techniques used by the fund management, the net assets of the sub-fund exhibit increased volatility, i.e., share prices may also be subject to considerable downward or upward fluctuation, even within short periods of time.32growth components.",0.0
709,The goal is to enable the investor to participate in rising markets while still limiting the risk of losses in the case of falling markets.,0.0
710,"The preservation of the minimum value with simultaneous participation in opportunities to gain from price increases is realized through the reallocation of investments between the growth component and the capital preservation component, depending on market conditions.",0.0
711,"In a rising market, the share of growth-component investments in the sub-fund generally also rises, while the share of the capital preservation component falls.",0.0
712,"Conversely, during periods of falling markets, the share of the growth compo-nent is reduced and that of the capital preserva-tion component is increased.The sub-fund has a mechanism that ensures at end of the month a minimum value of 80% of the NAV per share on the last valuation date of the previous month.",0.0
713,"The mechanism and its impact on the guaranteed value are described in the ﬁGuaranteeﬂ section below.To protect against extreme losses from high-er-risk components within very short periods in which it is not possible for the Company to execute appropriate back-to-back transactions, the sub-fund regularly also invests in derivative instruments that compensate for losses of value above a certain limit in such cases.If total return swaps are used to implement the investment strategy described above, the follow-ing must be taken into account: The proportion of the fund™s net assets that may be the subject of total return swaps (expressed as the sum of the nominal values of the total return swaps divided by the net asset value of the fund) is expected to reach up to 30%.",0.0
714,"How-ever, depending on market conditions, the objectives of efficient portfolio management and investors™ interests, this share may rise to as much as 40%.",0.0
715,"The calculation is carried out in accordance with the CESR/10-788 guidelines.Additional information on total return swaps can be found in the general section of the sales prospectus, including in the section on ﬁTech-niques for efficient portfolio managementﬂ.",0.0
716,The selection of counterparties for total return swaps is based on the principles described in the ﬁCounterparty selectionﬂ section of the general section.,0.0
717,Further information on counterparties is disclosed in the annual report.,0.0
718,"With regard to specific risk considerations arising from the use of total return swaps, investors are referred to the ﬁGeneral risk warningsﬂ section and in particular to the ﬁRisks associated with derivative transactionsﬂ section in the sales prospectus.The respective risks associated with the invest-ment assets are described in the general section of the sales prospectus.",0.0
719,Investment limitsNotwithstanding article 2 B.,0.0
720,"(i) of the general section, the following applies:The sub-fund may invest in units and shares of other Undertakings for Collective Investment in Transferable Securities and/or collective invest-ment undertakings as defined in A.",0.0
721,"(e), provided that no more than 20% of the sub-fund™s net assets are invested in one and the same Under-taking for Collective Investment in Transferable Securities and/or collective investment undertaking.Each sub-fund of an umbrella fund is to be viewed as a stand-alone issuer, provided that the principle of individual liability per sub-fund is applied in respect of third parties.Investments in units of other Undertakings for Collective Investment in Transferable Securities may not exceed 30% of the fund™s net assets in total.For investments in units of another Undertaking for Collective Investment in Transferable Securi-ties and/or other collective investment undertak-ing, the asset values of the Undertaking for Collective Investment in Transferable Securities and/or other collective investment undertaking in question are not taken into account in relation to the upper limits specified in B.",1.0
722,"(a), (b), (c), (d), (e) and (f).Risk managementThe market risk in the sub-fund is limited by the relative value-at-risk (VaR) method.",0.0
723,"In addition to the provisions in the general sec-tion of the sales prospectus, the potential market risk of the sub-fund is measured against a refer-ence portfolio that does not contain any deriva-tives (""risk benchmark"").Contrary to the provisions in the general section of this sales prospectus, it is assumed, given the investment strategy of the sub-fund, that the leverage effect from the derivatives used shall be no more than five times the value of the sub-fund™s assets.",0.0
724,"The expected leverage indicated is not to be considered as an additional risk limit for the sub-fund.GuaranteeThe Management Company, Deutsche Asset Management S.A., guarantees that the net asset value per share of the sub-fund plus any divi-dends at the end of each month will not be less than 80% of the net asset value determined on the last valuation date of the prior month (the guaranteed value).",0.0
725,"If the guaranteed value is not achieved, the Management Company will pay the difference into the assets of the sub-fund from its own resources.The guaranteed value is determined respectively on the last valuation date of a month and is valid for the last valuation date of the following calen-dar month respectively.The guaranteed value corresponds to 80% of the net asset value on the last valuation date of the respective prior month.",0.0
726,"As soon as a new guar-anteed value has been determined for the follow-ing month, the previous guaranteed value becomes invalid.The guarantee is intended only as a short-term preservation of a minimum net asset value.In the long term, no effective preservation of the net asset value arises from this.",0.0
727,Investors should be aware that the guaranteed value refers exclusively to the guarantee date.,0.0
728,"The net asset value per share may also be below the valid guarantee level for sales prior to the respective guarantee date.If changes in taxes during the guarantee period have a detrimental effect on the sub-fund™s performance, the guarantee will be reduced by the amount of this difference per share, including missed market-based and time-based reinvestments.The exact amount of the guaranteed value and the respective applicable guarantee date may be requested from the Management Company and the paying agents; they are also published in the annual and semiannual reports.Investment in units of target funds In addition to the information provided in the general section of the sales prospectus, the following applies for this sub-fund: The sub-fund will not invest in target funds subject to a management fee of a certain level.",0.0
729,"Further details on the maximum management fees for target funds are available in the above overview.For investment in affiliated target funds, the portion of the all-in fee attributable to shares of affiliated target funds is reduced by the all-in fee/management fee charged by the acquired target fund, if necessary up to the full amount (differ-ence method).33DWS Garant 80 ETF-PortfolioInvestor profile Growth-orientedSub-fund currency EuroSub-fund manager Deutsche Asset Management Investment GmbHInception date October 15, 2015Maturity date No fixed maturityInitial issue price EUR 100Performance benchmark  ŒReference portfolio (risk benchmark)  MSCI THE WORLD INDEX constituentsLeverage Maximum of five times the sub-fund™s assetsValuation date Each bank business day in Luxembourg and Frankfurt/Main   A bank business day is a day on which the commercial banks are open for regular business in Luxembourg and  Frankfurt/Main and settle payments.Order acceptance  All subscription, redemption and exchange orders are placed on the basis of an unknown net asset value per share.",0.0
730,Orders received by the Management Company or the paying agent at or before 4:00 PM Luxembourg time on a valuation date are processed on the basis of the net asset value per share on the next valuation date.,0.0
731,"Orders received after 4:00 PM Luxembourg time are processed on the basis of the net asset value per share on the valuation date immediately following that next valuation date.Value date  In the case of a purchase, the equivalent value is charged two bank business days after issue of the shares.",0.0
732,The equivalent value is credited within two bank business days after redemption of the shares.Distribution policy ReinvestmentInitial sales charge 0% (payable by the shareholder)Redemption fee 0% (payable by the shareholder)All-in fee* Up to 0.65% p.a.,0.0
733,(payable from the net assets of sub-fund) Issue of fractional shares Three decimal placesMaximum management fee  3.25% p.a.,0.0
734,for investment in target funds (payable by the sub-fund)Taxe d™abonnement 0.05% p.a.,0.0
735,"(payable from the net assets of sub-fund)Guarantee  Yes, for the exact scope of the guarantee, cf.",0.0
736,"the following section ﬁGuaranteeﬂFor the sub-fund with the name DWS Garant 80 ETF-Portfolio, the following provisions shall apply in addition to the regulations set out in the general section of the sales prospectus.Investment policyThe objective of the investment policy of the sub-fund DWS Garant 80 ETF-Portfolio is to seek appreciation of capital in euro.To this end, the sub-fund may invest flexibly in interest-bearing securities, convertible bonds, warrant-linked bonds, participation and divi-dend-right certificates, equities, equity and index certificates, reverse convertible bonds, warrants, money market instruments, liquid assets and in units and shares of funds issued by a company of DWS/Deutsche Bank Group or other issuers, or shares of exchange-traded funds (ETFs), as well as in the respective derivatives on all the aforementioned instruments or derivatives on indices.",0.0
737,"In line with its investment policy, the sub-fund's net assets are predominantly invested in exchange traded funds (ETF).Where the sub-fund™s assets are invested in units and shares of Undertakings for Collective Investment in Transferable Securities, such investments may include, in particular, units and shares of foreign and domestic equity funds, mixed securities funds, fixed-income securities funds and UCITS funds, that invest in the interna-tional commodity sector, as well as money market funds including those with short-term maturity structures.",0.0
738,"Based on an assessment of the market situation, the assets of the sub-fund can also be fully invested in any one of these fund categories or in any one of the aforemen-tioned securities and derivatives.",1.0
739,"The sub-fund may not invest in contingent convertibles.In addition, the sub-fund™s assets may be invested in all other permissible assets.Factors influencing value and specific risksThe performance of the sub-fund is influenced in particular by the following factors, which give rise to both opportunities and risks: Œpredominantly developments in the interna-tional equity marketsCapital-preservation strategy (""FPI"" stands for ""Flexible Portfolio Insurance"")The sub-fund follows the dynamic capital preser-vation strategy ﬁFPIﬂ where investments are continuously reallocated, depending on the mar-ket, between the growth component (e.g., con-sisting of higher-risk funds such as equity funds and higher-risk bond funds, direct investments in *For additional costs, cf.",0.0
740,article 12 of the general section of the sales prospectus.,0.0
741,"The costs for the guarantee are paid by the guarantor, Deutsche Bank AG, London Branch, from the all-in fee (see the paragraph ""Guarantee"").Due to its composition, the sub-fund is subject to increased volatility, i.e., share prices may also be subject to considerable downward or upward fluctuation, even within short periods of time.34or derivatives on higher-risk components such as equities and higher-risk bonds) and the capital preservation component (e.g., consisting of investments such as lower-risk bond and money market funds and direct investments in or deriva-tives on lower-risk bonds and money market instruments).",0.0
742,"The objective of this is to ensure a minimum value, and also to achieve the greatest possible participation in price increases in the growth component.",0.0
743,The goal is to enable the investor to participate in rising markets while still limiting the risk of losses in the case of falling markets.,0.0
744,"The preservation of the minimum value with simultaneous participation in opportunities to gain from price increases is realized through the reallocation of investments between the growth component and the capital preservation compo-nent, depending on market conditions.",0.0
745,"In a rising market, the share of growth-component invest-ments in the sub-fund generally also rises, while the share of the capital preservation component falls.",0.0
746,"Conversely, during periods of falling markets, the share of the growth component is reduced and that of the capital preservation component is increased.",0.0
747,"Should it become necessary due to a tax change to reduce the guaranteed value (in accordance with the ﬁGuaranteeﬂ section below, the share of the capital preservation component through to the end of the relevant guarantee period will be determined based on the minimum value used before the tax change.This capital-preservation strategy entails certain risks to which attention is drawn:The sub-fund is subject to the risk associated with the performance of the open equity/raw materials investment funds and the open bond/money market investment funds contained in the sub-fund, the direct investments in bond/money market securities, the volatility of these markets and the changes in market interest rates.High volatility on the finance markets may have a long-term negative impact on the investment strategy described and the share performance.",0.0
748,"Above all, following a long-lasting market phase characterized by strong fluctuations, the sub-fund may only continue to participate in a dispropor-tionately low manner, or in extreme cases may not be able to participate at all, in future increases in equity or raw material markets.",0.0
749,"In the latter case, the sub-fund is then 100% invested in bond and money market retail funds or in direct investments in bonds and money market instruments.",0.0
750,"To protect against extreme losses from high-er-risk components within very short periods in which it is not possible for the sub-fund to execute appropriate back-to-back transactions, the sub-fund regularly also invests in derivative instruments that compensate for losses of value above a certain limit in such cases.Notwithstanding Article 2 B.",0.0
751,"(i) of the general section of the sales prospectus, the following applies:The sub-fund may invest in units and shares of other Undertakings for Collective Investment in Transferable Securities and/or collective invest-ment undertakings as defined in A.",0.0
752,"(e), provided that no more than 20% of the sub-fund™s net assets are invested in one and the same Under-taking for Collective Investment in Transferable Securities and/or collective investment undertaking.Each sub-fund of an umbrella fund is to be viewed as a stand-alone issuer, provided that the principle of individual liability per sub-fund is applied in respect of third parties.",1.0
753,"Investments in shares of other Undertakings for Collective Investment in Transferable Securities may not exceed 30% of the sub-fund™s net assets in total.For investments in units of another Undertaking for Collective Investment in Transferable Securi-ties and/or other collective investment undertak-ing, the asset values of the Undertaking for Collective Investment in Transferable Securities and/or other collective investment undertaking in question are not taken into account in relation to the upper limits specified in B.",1.0
754,"(a), (b), (c), (d), (e) and (f).The respective risks associated with the invest-ment assets are described in the general section of the sales prospectus.GuaranteeDeutsche Bank AG, London Branch (""Guarantor"") guarantees that the net asset value per share of the sub-fund DWS Garant 80 ETFF-Portfolio plus any dividends during a given calendar month will not be less than 80% of the net asset value determined on the last valuation date of the prior month (the ﬁguaranteed valueﬂ).",0.0
755,"If the guaran-teed value is not achieved, Deutsche Bank AG, London Branch will pay the difference into the assets of the sub-fund from its own resources.",0.0
756,The sub-fund bears the credit risk of the guaran-tor.,0.0
757,The guaranteed value is determined respec-tively on the last valuation date of a month and is valid for the following calendar month.,0.0
758,The guaranteed value corresponds to 80% of the net asset value on the last valuation date of the respective prior month.,0.0
759,"As soon as a new guar-anteed value has been determined at the end of a month for the following month, the previous guaranteed value becomes invalid.",0.0
760,The guarantee is intended only as a short-term preservation of a minimum net asset value.,0.0
761,"In the long term, no effective preservation of the net asset value arises from this.",0.0
762,"If changes in taxes during the guarantee period have a detrimental effect on the sub-fund™s performance, the guarantee will be reduced by the amount of this difference per share, including missed market-based and time-based reinvestments.",0.0
763,"The exact amount of the guaranteed value and the respective applica-ble guarantee date may be requested from the Management Company and the paying agents; they are also published in the annual and semian-nual reports.To ensure the guaranteed value, the Manage-ment Company and the Investment Company have concluded a guarantee agreement with Deutsche Bank AG, through its London branch in favor of the net assets of the sub-fund.",0.0
764,This agreement is entered into for an indefinite period.,0.0
765,The guarantee agreement can be ended if the following events occur: ŒChanges in the General or Special Terms of Contract in the sales prospectus without the approval of the guarantor if these changes trigger an increase in the guarantor™s payment obligation.,0.0
766,ŒMerger of the sub-fund with another sub-fund or liquidation of the sub-fund.,0.0
767,"ŒLegal changes or changes in the management practice or court decisions which make it impossible for the guarantor, the Investment Company or the Management Company to fulfill its duties arising from the guarantee agreement, or regulatory changes with mate-rial negative effects on the guarantor.",0.0
768,ŒThe total of all shares in the Management Company or the fund manager held directly or indirectly by companies of the Deutsche Bank Group or companies controlled by the Deut-sche Bank Group falls below a threshold of 50%.,0.0
769,ŒThe activity of Deutsche Asset Management S.A. as Management Company or Investment Company is ended based on a decision of the Investment Company and the Investment Company names a company outside the Deutsche Bank Group as Management Company.,0.0
770,"If the guarantee agreement is terminated, the Board of Directors of the investment company will seek to have another company which is comparable in terms of credit quality and capital-ization assume this guarantee with Deutsche Bank AG.",0.0
771,"If this is not possible, the Management Company will liquidate the sub-fund.",0.0
772,"In this case, the liquidation proceeds per share equal the net asset value at that time, but at least the guaran-tee value achieved at this time.As a result of force majeure, the payment of the difference, as described above, may be sus-pended for the duration of these effects.",0.0
773,"In this case, both the guarantor and the Management Company shall endeavor to minimize the impact while respecting the interests of investors.Risk managementThe relative value-at-risk (VaR) approach is used to limit market risk for the sub-fund™s assets.In addition to the provisions in the general sec-tion of the sales prospectus, the potential market risk of the sub-fund is measured with the aid of a risk benchmark that does not contain derivatives.35The leverage is not expected to exceed five times the value of the net assets of the sub-fund.",0.0
774,"However, the expected leverage indicated is not to be considered as an additional risk limit for the sub-fund.Investment in units of target funds In addition to the information provided in the general section of the sales prospectus, the following applies for this sub-fund:For investment in affiliated target funds, the portion of the all-in fee attributable to shares of affiliated target funds is reduced by the all-in fee/management fee charged by the acquired target fund, if necessary up to the full amount (differ-ence method).36DWS ZinseinkommenInvestor profile Income-orientedSub-fund currency EuroSub-fund manager Deutsche Asset Management Investment GmbHInception date September 26, 2011Maturity date No fixed maturityInitial issue price EUR 103 (incl.",0.0
775,3% initial sales charge)Performance benchmark ŒReference portfolio (risk benchmark) (absolute VaR)Leverage Maximum of twice the sub-fund™s assetsValuation date Each bank business day in Luxembourg.,0.0
